id,folder,strain_type,strain_magnitude,shear_g1,shear_g2,shear_g3,triaxial_ex,triaxial_ey,triaxial_ez,shear_planes,n_shear_planes,volume_A3,n_atoms,a_lat_x_A,a_lat_y_A,a_lat_z_A,alpha_deg,beta_deg,gamma_deg,bond_nn_A,E_total_cell_eV,E_per_atom_eV,strain_energy_density_eV_A3,E_xx,E_yy,E_zz,E_xy,E_yz,E_zx,F_xx,F_xy,F_xz,F_yx,F_yy,F_yz,F_zx,F_zy,F_zz,J_detF,volumetric_strain,deviatoric_strain_J2,E_principal_1,E_principal_2,E_principal_3,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa,sigma_yz_GPa,sigma_zx_GPa,hydrostatic_stress_GPa,von_mises_stress_GPa,sigma_principal_1_GPa,sigma_principal_2_GPa,sigma_principal_3_GPa,scf_converged,ionic_converged,n_ionic_steps,n_elec_last,Eg_eV,VBM_eV,CBM_eV,E_fermi_eV,is_direct_bandgap,vbm_kpt_index,cbm_kpt_index,vbm_kx,vbm_ky,vbm_kz,cbm_kx,cbm_ky,cbm_kz,extract_status,functional
2560,vol_3D_ex_0.08_ey_-0.02_ez_0.04/1-GGA-PBE,triaxial,0.09165151389911681,0.0,0.0,0.0,0.08,-0.02,0.04,none,0,12.489140885831926,2,2.548596026994569,2.674060853879358,2.6009766818375173,57.76178447615819,62.557936435867944,59.68027908797386,1.5973033078647352,-17.9122109,-8.95610545,0.023823745448430956,0.08092721632232014,-0.021671383268213218,0.03869245299573154,-3.596727497096688e-17,-9.20328153707449e-20,3.605930778633762e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.7507585392408877e-17,0.9780885611556724,1.7507585392408877e-17,1.6674864449332953e-17,-1.6674864449332953e-17,1.0379715342876523,1.0943077699163384,0.09794828604983846,0.002659006766615313,-0.021671383268213225,0.038692452995731534,0.08092721632232014,71.605913,-7.535203,35.245187,1.6000000000000003e-05,1.2e-05,-5e-06,33.105299,68.61333837355235,-7.535203000006603,35.24518700000268,71.60591300000392,True,True,1.0,11.0,3.3648830000000007,8.462036,11.826919,8.5552,False,0,158,0.0,0.0,0.0,0.4285714,-5.746391e-16,0.4285714,ok,GGA-PBE+HSE06
2562,vol_3D_ex_0.08_ey_-0.02_ez_0.06/1-GGA-PBE,triaxial,0.1019803902718557,0.0,0.0,0.0,0.08,-0.02,0.06,none,0,12.729316672097925,2,2.5746724753111807,2.698925359576011,2.6009766818375173,58.09407623902963,62.858864676952024,59.04705908401834,1.607724173760459,-17.84754839,-8.923774195,0.02948952244330779,0.08092721632232014,-0.021671383268213218,0.05961061407729651,-3.596727497096688e-17,4.669007622000601e-18,3.129826734896628e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.7507585392408877e-17,0.9780885611556724,1.7507585392408877e-17,7.359593901633078e-18,-7.359593901633078e-18,1.0579325253316456,1.1153521501070374,0.11886644713140343,0.002931272210281098,-0.021671383268213214,0.05961061407729651,0.08092721632232014,69.37221500000001,-5.0140009999999995,51.487355,0.000122,0.000182,-0.00023,38.61518966666667,67.25169357890715,-5.014001000786337,51.487354997628444,69.3722150031579,True,True,1.0,11.0,3.1289490000000004,8.271677,11.400626,8.3164,False,0,158,0.0,0.0,0.0,0.4285714,-5.516883e-16,0.4285714,ok,GGA-PBE+HSE06
2564,vol_3D_ex_0.08_ey_-0.02_ez_0.08/1-GGA-PBE,triaxial,0.11489125293076058,0.0,0.0,0.0,0.08,-0.02,0.08,none,0,12.969492458363924,2,2.6009766818375173,2.7240300000000004,2.6009766818375173,58.422243059627654,63.15551388074468,58.422243059627654,1.6182744992670823,-17.75919254,-8.87959627,0.03723132742880513,0.08092721632232014,-0.021671383268213218,0.08092721632232014,-3.596727497096688e-17,3.596727497096688e-17,-1.0939850876595447e-33,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.7507585392408877e-17,0.9780885611556724,1.7507585392408877e-17,-5.0849717623741e-17,5.0849717623741e-17,1.0778935163756391,1.1363965302977364,0.14018304937642706,0.0035088242126461965,-0.021671383268213225,0.08092721632232014,0.08092721632232014,66.835411,-3.038372,66.835411,9.4e-05,8.7e-05,-0.00032,43.544149999999995,69.87378300255041,-3.038372000234782,66.83509100023441,66.83573100000034,True,True,1.0,11.0,2.9033929999999994,8.09257,10.995963,8.2509,False,0,169,0.0,0.0,0.0,0.4285714,-5.534562e-16,0.4285714,ok,GGA-PBE+HSE06
2566,vol_3D_ex_0.08_ey_-0.04_ez_-0.02/1-GGA-PBE,triaxial,0.09165151389911681,0.0,0.0,0.0,0.08,-0.04,-0.02,none,0,11.52843774076793,2,2.4467125094322997,2.6009766818375173,2.5771421856874723,56.39242436205582,62.295704857944294,61.311870779999886,1.5569659456987572,-17.9061564,-8.9530782,0.024354245220485703,0.08092721632232014,-0.040995779695944756,-0.021671383268213218,-3.449994971017026e-17,1.5656643744974647e-17,1.884330596519561e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.480942509829263e-17,0.958127570111679,1.480942509829263e-17,-1.7507585392408877e-17,1.7507585392408877e-17,0.9780885611556724,1.010130249153543,0.018260053358162165,0.004294186982217426,-0.04099577969594476,-0.02167138326821322,0.08092721632232014,76.4305,-39.060299,-24.453120000000002,1.6000000000000003e-05,4.000000000000001e-06,2.1000000000000002e-05,4.305693666666664,108.92428360174125,-39.06029900000332,-24.453120000003274,76.43050000000659,True,True,1.0,11.0,3.650841,9.599952,13.250793,9.7484,False,0,158,0.0,0.0,0.0,0.4285714,-4.398285e-16,0.4285714,ok,GGA-PBE+HSE06
2568,vol_3D_ex_0.08_ey_-0.04_ez_-0.04/1-GGA-PBE,triaxial,0.09797958971132713,0.0,0.0,0.0,0.08,-0.04,-0.04,none,0,11.293163501160421,2,2.4213600000000004,2.5771421856874723,2.5771421856874723,56.03953718399018,61.98023140800492,61.98023140800492,1.5470256922599899,-17.85433715,-8.927168575,0.028894686266491665,0.08092721632232014,-0.040995779695944756,-0.040995779695944756,-3.449994971017026e-17,1.418931848417803e-17,2.031063122599223e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.480942509829263e-17,0.958127570111679,1.480942509829263e-17,-1.480942509829263e-17,1.480942509829263e-17,0.958127570111679,0.9895153461095932,-0.0010643430695693734,0.004955072319356614,-0.04099577969594478,-0.04099577969594474,0.08092721632232014,77.149946,-45.559501,-45.559501,1.6000000000000003e-05,1.1e-05,1.8e-05,-4.656351999999998,122.70944700000857,-45.55951200000001,-45.55949000000469,77.14994600000475,True,True,1.0,11.0,3.9311059999999998,9.854338,13.785444,9.9671,False,0,73,0.0,0.0,0.0,0.4285714,0.4285714,2.373071e-17,ok,GGA-PBE+HSE06
2570,vol_3D_ex_0.08_ey_-0.04_ez_-0.06/1-GGA-PBE,triaxial,0.10770329614269009,0.0,0.0,0.0,0.08,-0.04,-0.06,none,0,11.057889261552914,2,2.396270246322919,2.5535834995281634,2.5771421856874723,55.682774959534505,61.660513803682534,62.656711236782975,1.537228090904413,-17.7706182,-8.8853091,0.036230202641362064,0.08092721632232014,-0.040995779695944756,-0.059921734960217854,-3.449994971017026e-17,9.671875331888394e-18,2.4828074378281864e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.480942509829263e-17,0.958127570111679,1.480942509829263e-17,-5.494154550592754e-18,5.494154550592754e-18,0.9381665790676857,0.9689004430656434,-0.01999029833384247,0.005843639303020978,-0.05992173496021785,-0.04099577969594475,0.08092721632232014,77.248445,-53.081429,-67.74113700000001,0.000301,0.00013,0.000381,-14.524707000000001,138.24391846578973,-67.74113700215398,-53.08142899954234,77.24844500169638,True,True,1.0,11.0,3.410404999999999,10.370392,13.780797,10.5091,False,0,43,0.0,0.0,0.0,0.4285714,0.4285714,-1.785103e-17,ok,GGA-PBE+HSE06
2572,vol_3D_ex_0.08_ey_-0.04_ez_-0.08/1-GGA-PBE,triaxial,0.12000000000000001,0.0,0.0,0.0,0.08,-0.04,-0.08,none,0,10.822615021945404,2,2.371451588215539,2.5303083272399833,2.5771421856874723,55.32224500684915,61.3366151047337,63.34113988841715,1.5275758864701288,-17.65358292,-8.82679146,0.04648492051440706,0.08092721632232014,-0.040995779695944756,-0.07844924906103257,-3.449994971017026e-17,5.340374211573772e-18,2.915957549859649e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.480942509829263e-17,0.958127570111679,1.480942509829263e-17,3.821115997107121e-18,-3.821115997107121e-18,0.9182055880236925,0.9482855400216935,-0.038517812434657184,0.006944806173940405,-0.07844924906103257,-0.04099577969594477,0.08092721632232014,76.65886900000001,-61.714473,-91.014271,0.00029099999999999997,-0.000553,0.000328,-25.356624999999994,155.11276836472524,-91.01427101107889,-61.714472990174706,76.65886900125362,True,True,1.0,11.0,2.8741939999999992,10.900296,13.77449,11.0897,False,0,43,0.0,0.0,0.0,0.4285714,0.4285714,-1.785103e-17,ok,GGA-PBE+HSE06
2574,vol_3D_ex_0.08_ey_-0.04_ez_0.02/1-GGA-PBE,triaxial,0.09165151389911681,0.0,0.0,0.0,0.08,-0.04,0.02,none,0,11.998986219982948,2,2.4981737141985345,2.6494432437707554,2.5771421856874723,57.086217484582264,62.9137330074329,60.00004950798483,1.5772635818691259,-17.92064818,-8.96032409,0.023084464728840463,0.08092721632232014,-0.040995779695944756,0.018172733077624903,-3.449994971017026e-17,2.5489156130920075e-17,9.010793579250183e-18,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.480942509829263e-17,0.958127570111679,1.480942509829263e-17,-3.6138126487808627e-17,3.6138126487808627e-17,1.018010543243659,1.0513600552414428,0.058104169704000286,0.0037173758382024412,-0.04099577969594478,0.018172733077624903,0.08092721632232014,73.470709,-28.70088,14.711246,1.2e-05,6.999999999999999e-06,1.6000000000000003e-05,19.827025000000003,88.81531617540936,-28.70088000000253,14.711245999996766,73.47070900000578,True,True,1.0,11.0,3.134589,9.135997,12.270586,9.3043,False,0,158,0.0,0.0,0.0,0.4285714,-3.910962e-16,0.4285714,ok,GGA-PBE+HSE06
2576,vol_3D_ex_0.08_ey_-0.04_ez_0.04/1-GGA-PBE,triaxial,0.09797958971132713,0.0,0.0,0.0,0.08,-0.04,0.04,none,0,12.234260459590459,2,2.5242669935250515,2.674060853879358,2.5771421856874723,57.426978845604914,63.21622420430786,59.35679695008723,1.5876156316194738,-17.88617281,-8.943086405,0.02610522216983459,0.08092721632232014,-0.040995779695944756,0.03869245299573154,-3.449994971017026e-17,-1.5593580761673637e-18,3.605930778633762e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.480942509829263e-17,0.958127570111679,1.480942509829263e-17,1.6674864449332953e-17,-1.6674864449332953e-17,1.0379715342876523,1.0719749582853926,0.07862388962210692,0.003833201103474256,-0.04099577969594474,0.03869245299573153,0.08092721632232014,71.346293,-24.6799,32.798922,1.3999999999999998e-05,1.1e-05,3e-06,26.488438333333335,83.69810192469879,-24.679900000004157,32.798922000001866,71.34629300000228,True,True,1.0,11.0,2.895606000000001,8.924664,11.82027,9.0637,False,0,158,0.0,0.0,0.0,0.4285714,-5.373689e-16,0.4285714,ok,GGA-PBE+HSE06
2578,vol_3D_ex_0.08_ey_-0.04_ez_0.06/1-GGA-PBE,triaxial,0.10770329614269009,0.0,0.0,0.0,0.08,-0.04,0.06,none,0,12.469534699197967,2,2.5505921863191894,2.698925359576011,2.5771421856874723,57.76357402640937,63.51434217557217,58.722083798018474,1.5980996700270687,-17.82581779,-8.912908895,0.03139357370214194,0.08092721632232014,-0.040995779695944756,0.05961061407729651,-3.449994971017026e-17,3.201682361203983e-18,3.129826734896628e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.480942509829263e-17,0.958127570111679,1.480942509829263e-17,7.359593901633078e-18,-7.359593901633078e-18,1.0579325253316456,1.0925898613293425,0.09954205070367189,0.0042402101595664776,-0.040995779695944756,0.05961061407729651,0.08092721632232014,68.871891,-21.323337000000002,49.919303,8.099999999999999e-05,0.000185,8.9e-05,32.48928566666667,82.3707882089627,-21.323337000553146,49.91930300006248,68.87189100049073,True,True,1.0,11.0,2.667712999999999,8.725946,11.393659,8.8127,False,0,158,0.0,0.0,0.0,0.4285714,-3.680356e-16,0.4285714,ok,GGA-PBE+HSE06
2580,vol_3D_ex_0.08_ey_-0.04_ez_0.08/1-GGA-PBE,triaxial,0.12000000000000001,0.0,0.0,0.0,0.08,-0.04,0.08,none,0,12.704808938805476,2,2.5771421856874723,2.7240300000000004,2.5771421856874723,58.0959598612564,63.80808027748721,58.0959598612564,1.6087131165701984,-17.74097805,-8.870489025,0.03882729452651634,0.08092721632232014,-0.040995779695944756,0.08092721632232014,-3.449994971017026e-17,3.4499949710170257e-17,-1.0939850876595447e-33,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-1.480942509829263e-17,0.958127570111679,1.480942509829263e-17,-5.0849717623741e-17,5.0849717623741e-17,1.0778935163756391,1.1132047643732925,0.12085865294869552,0.004955072319356612,-0.04099577969594477,0.08092721632232014,0.08092721632232014,66.093469,-18.566976,66.093469,0.00012800000000000002,0.000127,-8.400000000000001e-05,37.873320666666665,84.66044500070107,-18.566976000384052,66.09338500038406,66.09355300000006,True,True,1.0,11.0,2.449922000000001,8.539017,10.988939,8.6115,False,0,169,0.0,0.0,0.0,0.4285714,-3.663384e-16,0.4285714,ok,GGA-PBE+HSE06
2582,vol_3D_ex_0.08_ey_-0.06_ez_-0.02/1-GGA-PBE,triaxial,0.1019803902718557,0.0,0.0,0.0,0.08,-0.06,-0.02,none,0,11.288261954501934,2,2.421885411745362,2.6009766818375173,2.5535834995281634,56.04040456852526,62.969626289427424,60.989969142047315,1.5472312907315282,-17.83138754,-8.91569377,0.030905548083940127,0.08092721632232014,-0.059921734960217854,-0.021671383268213218,-2.998250655788063e-17,1.1139200592685014e-17,1.884330596519561e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-5.494154550592754e-18,0.9381665790676857,5.494154550592754e-18,-1.7507585392408877e-17,1.7507585392408877e-17,0.9780885611556724,0.9890858689628443,-0.0006659019061109328,0.0053046648533152324,-0.05992173496021788,-0.021671383268213218,0.08092721632232014,76.29991199999999,-60.078576999999996,-30.785825999999997,1.3e-05,1.3999999999999998e-05,2e-05,-4.854830333333333,124.34732165607821,-60.07857700000791,-30.785825999997016,76.29991200000494,True,True,1.0,11.0,3.140078000000001,10.1047,13.244778,10.145,False,0,158,0.0,0.0,0.0,0.4285714,-4.025042e-16,0.4285714,ok,GGA-PBE+HSE06
2584,vol_3D_ex_0.08_ey_-0.06_ez_-0.04/1-GGA-PBE,triaxial,0.10770329614269009,0.0,0.0,0.0,0.08,-0.06,-0.04,none,0,11.057889261552914,2,2.396270246322919,2.5771421856874723,2.5535834995281634,55.682774959534505,62.656711236782975,61.660513803682534,1.537228090904413,-17.7706182,-8.8853091,0.036230202641362064,0.08092721632232014,-0.059921734960217854,-0.040995779695944756,-2.998250655788063e-17,9.671875331888395e-18,2.031063122599223e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-5.494154550592754e-18,0.9381665790676857,5.494154550592754e-18,-1.480942509829263e-17,1.480942509829263e-17,0.958127570111679,0.9689004430656434,-0.01999029833384247,0.005843639303020978,-0.05992173496021782,-0.04099577969594476,0.08092721632232014,77.248442,-67.741139,-53.08143199999999,0.00037799999999999997,0.000127,0.000295,-14.524709666666666,138.243917888299,-67.74113900208569,-53.0814319995675,77.24844200165323,True,True,1.0,11.0,3.410404999999999,10.370392,13.780797,10.5091,False,0,158,0.0,0.0,0.0,0.4285714,-5.298406e-16,0.4285714,ok,GGA-PBE+HSE06
2586,vol_3D_ex_0.08_ey_-0.06_ez_-0.06/1-GGA-PBE,triaxial,0.11661903789690602,0.0,0.0,0.0,0.08,-0.06,-0.06,none,0,10.827516568603894,2,2.370915,2.5535834995281634,2.5535834995281634,55.32117724199719,62.339411379001405,62.339411379001405,1.5273676421931788,-17.67696085,-8.838480425,0.04443652898147969,0.08092721632232014,-0.059921734960217854,-0.059921734960217854,-2.998250655788063e-17,5.154432179598761e-18,2.4828074378281864e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-5.494154550592754e-18,0.9381665790676857,5.494154550592754e-18,-5.494154550592754e-18,5.494154550592754e-18,0.9381665790676857,0.9487150171684425,-0.03891625359811557,0.006612809025796921,-0.059921734960217875,-0.05992173496021785,0.08092721632232011,77.575016,-76.50536600000001,-76.50536600000001,0.000321,-0.0005,0.000315,-25.14523866666667,154.0803820044029,-76.5058660013126,-76.50486600000013,77.57501600131272,True,True,1.0,11.0,3.6971600000000002,10.653265,14.350425,10.7157,False,0,73,0.0,0.0,0.0,0.4285714,0.4285714,-3.379904e-17,ok,GGA-PBE+HSE06
2588,vol_3D_ex_0.08_ey_-0.06_ez_-0.08/1-GGA-PBE,triaxial,0.12806248474865697,0.0,0.0,0.0,0.08,-0.06,-0.08,none,0,10.597143875654876,2,2.3458281009192685,2.5303083272399833,2.5535834995281634,54.95571792501034,62.017780372440114,63.02650170254956,1.5176527270354458,-17.54881797,-8.774408985,0.05566450298931263,0.08092721632232014,-0.059921734960217854,-0.07844924906103257,-2.998250655788063e-17,8.229310592841388e-19,2.915957549859649e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-5.494154550592754e-18,0.9381665790676857,5.494154550592754e-18,3.821115997107121e-18,-3.821115997107121e-18,0.9182055880236925,0.9285295912712416,-0.05744376769893028,0.007597092262372946,-0.07844924906103257,-0.059921734960217854,0.08092721632232014,77.20099300000001,-86.48021,-101.086359,0.00020999999999999998,-0.001103,0.00017700000000000002,-36.78852533333333,171.45153206527718,-101.08635908347004,-86.48020991697506,77.20099300044514,True,True,1.0,11.0,3.150488000000001,11.19535,14.345838,11.2934,False,0,43,0.0,0.0,0.0,0.4285714,0.4285714,-1.500522e-17,ok,GGA-PBE+HSE06
2590,vol_3D_ex_0.08_ey_-0.06_ez_0.02/1-GGA-PBE,triaxial,0.1019803902718557,0.0,0.0,0.0,0.08,-0.06,0.02,none,0,11.74900734039997,2,2.4738631227545715,2.6494432437707554,2.5535834995281634,56.743407336478406,63.58215214847598,59.67444051504562,1.5676549740436354,-17.86064078,-8.93032039,0.02834235753940973,0.08092721632232014,-0.059921734960217854,0.018172733077624903,-2.998250655788063e-17,2.097171297863044e-17,9.010793579250183e-18,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-5.494154550592754e-18,0.9381665790676857,5.494154550592754e-18,-3.6138126487808627e-17,3.6138126487808627e-17,1.018010543243659,1.0294567207572463,0.03917821443972719,0.00497921636380219,-0.05992173496021787,0.018172733077624903,0.08092721632232013,72.861774,-47.640526,10.558588,2.1000000000000002e-05,6e-06,8.000000000000001e-06,11.926611999999999,104.378226085302,-47.64052600000425,10.55858799999959,72.86177400000466,True,True,1.0,11.0,2.641997,9.620706,12.262703,9.6856,False,0,158,0.0,0.0,0.0,0.4285714,-5.425726e-16,0.4285714,ok,GGA-PBE+HSE06
2592,vol_3D_ex_0.08_ey_-0.06_ez_0.04/1-GGA-PBE,triaxial,0.10770329614269009,0.0,0.0,0.0,0.08,-0.06,0.04,none,0,11.97938003334899,2,2.5002101308515057,2.674060853879358,2.5535834995281634,57.08863820261867,63.881717026814805,59.029644770566534,1.578070056973272,-17.83216117,-8.916080585,0.030837762050633762,0.08092721632232014,-0.059921734960217854,0.03869245299573154,-2.998250655788063e-17,-6.076801228456997e-18,3.605930778633762e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-5.494154550592754e-18,0.9381665790676857,5.494154550592754e-18,1.6674864449332953e-17,-1.6674864449332953e-17,1.0379715342876523,1.049642146654447,0.059697934357833826,0.005224493396142504,-0.05992173496021787,0.03869245299573153,0.08092721632232014,70.49607,-42.679230000000004,29.648066,1.3e-05,1.2e-05,8.000000000000001e-06,19.154968666666665,99.26843835667985,-42.67923000000347,29.648066000000426,70.49607000000304,True,True,1.0,11.0,2.4114079999999998,9.400441,11.811849,9.5858,False,0,158,0.0,0.0,0.0,0.4285714,-5.24147e-16,0.4285714,ok,GGA-PBE+HSE06
2594,vol_3D_ex_0.08_ey_-0.06_ez_0.06/1-GGA-PBE,triaxial,0.11661903789690602,0.0,0.0,0.0,0.08,-0.06,0.06,none,0,12.209752726298008,2,2.5267859712933745,2.698925359576011,2.5535834995281634,57.42961437139653,64.17680314005928,58.39358248854419,1.5886170924089136,-17.77691381,-8.888456905,0.035678576632617455,0.08092721632232014,-0.059921734960217854,0.05961061407729651,-2.998250655788063e-17,-1.3157607910856504e-18,3.129826734896628e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-5.494154550592754e-18,0.9381665790676857,5.494154550592754e-18,7.359593901633078e-18,-7.359593901633078e-18,1.0579325253316456,1.069827572551648,0.0806160954393988,0.005763467845848244,-0.059921734960217875,0.059610614077296516,0.08092721632232014,67.779706,-38.452456,47.706298,3.9e-05,0.00010300000000000001,0.00034199999999999996,25.67784933333333,97.75363124594347,-38.45245600013744,47.70629799429631,67.77970600584115,True,True,1.0,11.0,2.191559,9.193412,11.384971,9.3214,False,0,158,0.0,0.0,0.0,0.4285714,-3.839099e-16,0.4285714,ok,GGA-PBE+HSE06
2596,vol_3D_ex_0.08_ey_-0.06_ez_0.08/1-GGA-PBE,triaxial,0.12806248474865697,0.0,0.0,0.0,0.08,-0.06,0.08,none,0,12.44012541924703,2,2.5535834995281634,2.7240300000000004,2.5535834995281634,57.766294049656864,64.46741190068627,57.766294049656864,1.5992934697478527,-17.69643329,-8.848216645,0.04273033937352721,0.08092721632232014,-0.059921734960217854,0.08092721632232014,-2.998250655788063e-17,2.998250655788063e-17,-1.0939850876595447e-33,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,-5.494154550592754e-18,0.9381665790676857,5.494154550592754e-18,-5.0849717623741e-17,5.0849717623741e-17,1.0778935163756391,1.090012998448849,0.10193269768442242,0.00661280902579692,-0.059921734960217854,0.08092721632232014,0.08092721632232014,64.766482,-34.87445,64.766482,0.00011399999999999999,0.00011199999999999998,0.000234,31.552837999999998,99.64093200120878,-34.87445000025632,64.76624799999999,64.76671600025628,True,True,1.0,11.0,1.9814360000000004,8.998724,10.98016,9.13,False,0,169,0.0,0.0,0.0,0.4285714,-4.198007e-16,0.4285714,ok,GGA-PBE+HSE06
2598,vol_3D_ex_0.08_ey_-0.08_ez_-0.02/1-GGA-PBE,triaxial,0.11489125293076058,0.0,0.0,0.0,0.08,-0.08,-0.02,none,0,11.048086168235935,2,2.3973319522883147,2.6009766818375173,2.5303083272399833,55.6847074405066,63.651254886990046,60.66403767250335,1.5376418804383958,-17.72431303,-8.862156515,0.04028749591577803,0.08092721632232014,-0.07844924906103257,-0.021671383268213218,-2.5651005437566004e-17,6.807699472370392e-18,1.884330596519561e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,3.821115997107121e-18,0.9182055880236925,-3.821115997107121e-18,-1.7507585392408877e-17,1.7507585392408877e-17,0.9780885611556724,0.9680414887721456,-0.019193416006925645,0.006525176066669504,-0.07844924906103252,-0.02167138326821321,0.08092721632232014,75.48303,-82.138425,-38.145663,0.000369,9.9e-05,0.000347,-14.933686,140.87470684830572,-82.13842500108666,-38.14566300083689,75.48303000192348,True,True,1.0,11.0,2.613607,10.623427,13.237034,10.7153,False,0,158,0.0,0.0,0.0,0.4285714,-4.752722e-16,0.4285714,ok,GGA-PBE+HSE06
2600,vol_3D_ex_0.08_ey_-0.08_ez_-0.04/1-GGA-PBE,triaxial,0.12000000000000001,0.0,0.0,0.0,0.08,-0.08,-0.04,none,0,10.822615021945404,2,2.371451588215539,2.5771421856874723,2.5303083272399833,55.32224500684915,63.34113988841715,61.3366151047337,1.527575886470129,-17.65358292,-8.82679146,0.04648492051440706,0.08092721632232014,-0.07844924906103257,-0.040995779695944756,-2.5651005437566004e-17,5.340374211573773e-18,2.031063122599223e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,3.821115997107121e-18,0.9182055880236925,-3.821115997107121e-18,-1.480942509829263e-17,1.480942509829263e-17,0.958127570111679,0.9482855400216935,-0.038517812434657184,0.006944806173940405,-0.07844924906103254,-0.04099577969594476,0.08092721632232014,76.658868,-91.014268,-61.714471,0.000325,-0.000555,0.00029,-25.356623666666668,155.11276477020053,-91.01426801114287,-61.71447099009488,76.65886800123774,True,True,1.0,11.0,2.8741939999999992,10.900296,13.77449,11.0897,False,0,158,0.0,0.0,0.0,0.4285714,-5.631852e-16,0.4285714,ok,GGA-PBE+HSE06
2602,vol_3D_ex_0.08_ey_-0.08_ez_-0.06/1-GGA-PBE,triaxial,0.12806248474865697,0.0,0.0,0.0,0.08,-0.08,-0.06,none,0,10.597143875654876,2,2.3458281009192685,2.5535834995281634,2.5303083272399833,54.95571792501034,63.02650170254956,62.017780372440114,1.5176527270354458,-17.54881797,-8.774408985,0.05566450298931263,0.08092721632232014,-0.07844924906103257,-0.059921734960217854,-2.5651005437566004e-17,8.22931059284139e-19,2.4828074378281864e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,3.821115997107121e-18,0.9182055880236925,-3.821115997107121e-18,-5.494154550592754e-18,5.494154550592754e-18,0.9381665790676857,0.9285295912712416,-0.05744376769893028,0.007597092262372946,-0.07844924906103254,-0.059921734960217854,0.08092721632232014,77.200991,-101.086355,-86.480208,0.000184,-0.001101,0.00020600000000000002,-36.788524,171.45152695108592,-101.08635508318244,-86.4802079172667,77.20099100044915,True,True,1.0,11.0,3.150488000000001,11.19535,14.345838,11.2934,False,0,158,0.0,0.0,0.0,0.4285714,-6.985548e-16,0.4285714,ok,GGA-PBE+HSE06
2604,vol_3D_ex_0.08_ey_-0.08_ez_-0.08/1-GGA-PBE,triaxial,0.13856406460551018,0.0,0.0,0.0,0.08,-0.08,-0.08,none,0,10.371672729364347,2,2.3204700000000003,2.5303083272399833,2.5303083272399833,54.58523175450527,62.70738412274738,62.70738412274738,1.5078752220716078,-17.40831505,-8.704157525,0.06797547285189634,0.08092721632232014,-0.07844924906103257,-0.07844924906103257,-2.5651005437566004e-17,-3.5085700610304835e-18,2.915957549859649e-17,1.0778935163756391,-5.0849717623741e-17,5.0849717623741e-17,3.821115997107121e-18,0.9182055880236925,-3.821115997107121e-18,3.821115997107121e-18,-3.821115997107121e-18,0.9182055880236925,0.9087736425207897,-0.075971281799745,0.008466952572697008,-0.07844924906103257,-0.07844924906103257,0.08092721632232014,77.027089,-112.475354,-112.475354,8.000000000000001e-06,-0.0010999999999999998,1.1e-05,-49.307872999999994,189.50244300957917,-112.47645400000097,-112.47425400000004,77.02708900000097,True,True,1.0,11.0,3.4444160000000004,11.509781,14.954197,11.6409,False,0,73,0.0,0.0,0.0,0.4285714,0.4285714,-6.568934e-17,ok,GGA-PBE+HSE06
