id,folder,strain_type,strain_magnitude,shear_g1,shear_g2,shear_g3,triaxial_ex,triaxial_ey,triaxial_ez,shear_planes,n_shear_planes,volume_A3,n_atoms,a_lat_x_A,a_lat_y_A,a_lat_z_A,alpha_deg,beta_deg,gamma_deg,bond_nn_A,E_total_cell_eV,E_per_atom_eV,strain_energy_density_eV_A3,E_xx,E_yy,E_zz,E_xy,E_yz,E_zx,F_xx,F_xy,F_xz,F_yx,F_yy,F_yz,F_zx,F_zy,F_zz,J_detF,volumetric_strain,deviatoric_strain_J2,E_principal_1,E_principal_2,E_principal_3,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa,sigma_yz_GPa,sigma_zx_GPa,hydrostatic_stress_GPa,von_mises_stress_GPa,sigma_principal_1_GPa,sigma_principal_2_GPa,sigma_principal_3_GPa,Eg_eV,VBM_eV,CBM_eV,E_fermi_eV,is_direct_bandgap,functional
506,uniax_z_eps-0.035/1-GGA-PBE,uniaxial_z,-0.035,-0.035,0,0,0,0,0,none,0,10.9490567718579,2,2.47850369258617,2.47850369258617,2.52225,59.4143951359355,59.4143951359355,61.171209728129,1.52674924966522,-18.12968434,-9.06484217,0.00476856164333752,-0.0190752900625548,-0.0190752900625548,-0.00164348916125051,-0.0171267443855314,0.00841084393487931,0.00841084393487929,0.980583685036172,-0.0174658671634942,0.0174658671634942,-0.0174658671634942,0.980583685036172,0.0174658671634942,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.959364459751717,-0.03979406928636,0.000536099192195361,-0.0399003177747846,-0.00194854567702334,0.0020547941654479,-7.950108,-7.950107,-41.028683,0,0.000003,-0.000005,-18.9762993333333,33.0785755000016,-41.028683000001,-7.95010799999925,-7.95010699999973,4.622258,9.935476,14.557734,9.9901,False,GGA-PBE+HSE06
508,uniax_z_eps-0.040/1-GGA-PBE,uniaxial_z,-0.04,-0.04,0,0,0,0,0,none,0,10.892325907755,2,2.47231969131219,2.47231969131219,2.52225,59.3296511957094,59.3296511957094,61.3406976085812,1.52424056396128,-18.11395032,-9.05697516,0.0061471881233942,-0.0214721626864842,-0.0214721626864841,-0.00155010451356497,-0.0195236170094607,0.00956258792300119,0.00956258792300116,0.978088561155672,-0.0199609910439934,0.0199609910439934,-0.0199609910439934,0.978088561155672,0.0199609910439934,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.954393659442123,-0.0444944298865332,0.000696353930650752,-0.0451868815171293,-0.00194854567702341,0.00264099730761943,-8.987643,-8.987644,-46.872589,0.000007,0.000006,0.000009,-21.6159586666667,37.8849455000066,-46.8725890000031,-8.98765051783434,-8.98763648216257,4.490701,10.065835,14.556536,10.2472,False,GGA-PBE+HSE06
510,uniax_z_eps-0.045/1-GGA-PBE,uniaxial_z,-0.045,-0.045,0,0,0,0,0,none,0,10.8355950436521,2,2.46615242869602,2.46615242869602,2.52225,59.2446387065251,59.2446387065251,61.5107225869498,1.52174080684042,-18.09615685,-9.048078425,0.00770626513703059,-0.0238565840240553,-0.0238565840240553,-0.00144426857952135,-0.021908038347032,0.010701880624765,0.010701880624765,0.975593437275173,-0.0224561149244925,0.0224561149244925,-0.0224561149244925,0.975593437275173,0.0224561149244925,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.949422859132529,-0.049157436627632,0.000876459936556895,-0.0504397568740161,-0.00194854567702336,0.00323086592340752,-10.079482,-10.079483,-52.784186,-0.000007,0.000018,-0.000004,-24.3143836666667,42.7047035000137,-52.784186000008,-10.0794895178319,-10.0794754821602,4.358238,10.197005,14.555243,10.348,False,GGA-PBE+HSE06
512,uniax_z_eps-0.050/1-GGA-PBE,uniaxial_z,-0.05,-0.05,0,0,0,0,0,none,0,10.7788641795493,2,2.46000203062988,2.46000203062988,2.52225,59.159358796802,59.159358796802,61.681282406396,1.51925002237561,-18.07622513,-9.038112565,0.0094526971985809,-0.0262285540752685,-0.0262285540752685,-0.0013259813591196,-0.0242800083982452,0.0118287220401707,0.0118287220401707,0.973098313394674,-0.0249512388049917,0.0249512388049917,-0.0249512388049917,0.973098313394674,0.0249512388049917,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.944452058822934,-0.0537830895096567,0.00107606884732046,-0.0556589749858406,-0.00194854567702335,0.0038244311532073,-11.230802,-11.230802,-58.776961,0.000002,0.000002,0.000009,-27.0795216666667,47.5461590000028,-58.7769610000018,-11.2308039999995,-11.2307999999987,4.224833,10.329019,14.553852,10.4494,False,GGA-PBE+HSE06
514,uniax_z_eps-0.055/1-GGA-PBE,uniaxial_z,-0.055,-0.055,0,0,0,0,0,none,0,10.7221333154464,2,2.45386862392214,2.45386862392214,2.52225,59.0738126519662,59.0738126519662,61.8523746960677,1.51676825477061,-18.05414203,-9.027071015,0.0113876347683653,-0.0285880728401236,-0.0285880728401236,-0.00119524285235983,-0.0266395271631003,0.0129431121692184,0.0129431121692184,0.970603189514175,-0.0274463626854909,0.0274463626854909,-0.0274463626854909,0.970603189514175,0.0274463626854909,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.93948125851334,-0.058371388532607,0.00129483509096967,-0.0608445673084692,-0.00194854567702334,0.00442172445288551,-12.441614,-12.441614,-64.845233,0.000037,0.000004,0.000012,-29.909487,52.4036190000438,-64.8452330000031,-12.4416509999994,-12.4415769999976,4.090495,10.461871,14.552366,10.5516,False,GGA-PBE+HSE06
516,uniax_z_eps-0.060/1-GGA-PBE,uniaxial_z,-0.06,-0.06,0,0,0,0,0,none,0,10.6654024513435,2,2.44775233630008,2.44775233630008,2.52225,58.9880015156316,58.9880015156316,62.0239969687367,1.51429554835842,-18.02993936,-9.01496968,0.0135082906306354,-0.0309351403186207,-0.0309351403186207,-0.001052053059242,-0.0289865946415973,0.014045051011908,0.0140450510119079,0.968108065633676,-0.02994148656599,0.02994148656599,-0.02994148656599,0.968108065633676,0.02994148656599,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.934510458203746,-0.0629223336964833,0.00153241588615435,-0.0659965656166981,-0.00194854567702339,0.00502277759723814,-13.709039,-13.709039,-70.984615,-0.000002,0,0.000011,-32.8008976666667,57.2755760000033,-70.9846150000022,-13.709040999999,-13.709036999999,3.955206,10.595568,14.550774,10.654,False,GGA-PBE+HSE06
518,uniax_z_eps-0.065/1-GGA-PBE,uniaxial_z,-0.065,-0.065,0,0,0,0,0,none,0,10.6086715872406,2,2.4416532964125,2.4416532964125,2.52225,58.9019266907972,58.9019266907972,62.1961466184056,1.51183194759967,-18.00351728,-9.00175864,0.015823412840101,-0.0332697565107595,-0.0332697565107596,-0.000896411979766087,-0.0313212108337362,0.0151345385682395,0.0151345385682394,0.965612941753177,-0.0324366104464891,0.0324366104464891,-0.0324366104464891,0.965612941753177,0.0324366104464891,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.929539657894151,-0.0674359250012852,0.00178847124214588,-0.0711150020077454,-0.00194854567702335,0.00562762268348359,-15.041693,-15.041693,-77.203289,-0.000001,0.000017,0.000016,-35.762225,62.1615960000132,-77.2032890000088,-15.0416939999912,-15.041692,3.818914,10.730167,14.549081,10.9217,False,GGA-PBE+HSE06
520,uniax_z_eps-0.070/1-GGA-PBE,uniaxial_z,-0.07,-0.07,0,0,0,0,0,none,0,10.5519407231377,2,2.43557163383222,2.43557163383222,2.52225,58.8155895410594,58.8155895410594,62.3688209178812,1.50937749708101,-17.9749521,-8.98747605,0.0183263150580711,-0.0355919214165405,-0.0355919214165405,-0.000728319613932049,-0.0336433757395171,0.0162115748382129,0.0162115748382129,0.963117817872677,-0.0349317343269884,0.0349317343269884,-0.0349317343269884,0.963117817872677,0.0349317343269884,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.924568857584557,-0.071912162447013,0.00206266395883723,-0.076199908904782,-0.00194854567702338,0.00623629213479235,-16.431903,-16.431903,-83.490649,-0.000013,0.000033,0.000016,-38.7848183333333,67.0587460000339,-83.4906490000201,-16.4319159999821,-16.4318899999978,3.681651,10.86564,14.547291,11.0266,False,GGA-PBE+HSE06
522,uniax_z_eps-0.075/1-GGA-PBE,uniaxial_z,-0.075,-0.075,0,0,0,0,0,none,0,10.4952098590348,2,2.42950747905842,2.42950747905842,2.52225,58.7289914918416,58.7289914918416,62.5420170163169,1.50693224151343,-17.94410492,-8.97205246,0.0210291678053711,-0.0379016350359632,-0.0379016350359632,-0.000547775961739994,-0.0359530893589399,0.0172761598218283,0.0172761598218283,0.960622693992178,-0.0374268582074875,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.0374268582074875,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.919598057274962,-0.0763510460336664,0.00235465962674293,-0.081251319060496,-0.00194854567702331,0.00684881870385292,-17.891075,-17.891075,-89.857818,-0.000017,0.000023,-0.000007,-41.8799893333333,71.9667430000181,-89.857818000008,-17.8910919999982,-17.8910579999937,3.543388,11.002017,14.545405,11.1322,False,GGA-PBE+HSE06
524,uniax_z_eps-0.080/1-GGA-PBE,uniaxial_z,-0.08,-0.08,0,0,0,0,0,none,0,10.4384789949319,2,2.42346096351891,2.42346096351891,2.52225,58.6421340316382,58.6421340316382,62.7157319367236,1.50449622573056,-17.91098376,-8.95549188,0.0239312683636642,-0.0401988973690279,-0.0401988973690279,-0.00035478102318981,-0.0382503516920046,0.0183282935190856,0.0183282935190855,0.958127570111679,-0.0399219820879866,0.0399219820879866,-0.0399219820879866,0.958127570111679,0.0399219820879866,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.914627256965368,-0.0807525757612457,0.00266412662699911,-0.0862692655606974,-0.00194854567702332,0.007465235476475,-19.418698,-19.4187,-96.307127,-0.000001,0.000013,0.000015,-45.048175,76.8884280000077,-96.3071270000052,-19.4187004142095,-19.4186975857854,3.404122,11.139311,14.543433,11.2389,False,GGA-PBE+HSE06
526,uniax_z_eps-0.085/1-GGA-PBE,uniaxial_z,-0.085,-0.085,0,0,0,0,0,none,0,10.381748130829,2,2.4174322195722,2.4174322195722,2.52225,58.5550187132756,58.5550187132756,62.8899625734487,1.5020694946869,-17.87552529,-8.937762645,0.0270381657544326,-0.0424837084157346,-0.0424837084157346,-0.000149334798281608,-0.0405351627387113,0.0193679759299848,0.0193679759299847,0.95563244623118,-0.0424171059684858,0.0424171059684858,-0.0424171059684858,0.95563244623118,0.0424171059684858,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.909656456655774,-0.0851167516297509,0.00299073613136344,-0.0912537818279564,-0.00194854567702336,0.00808557587522885,-21.019931,-21.019931,-102.839274,0.001225,0.000031,0.000037,-48.2930453333333,81.8193430275538,-102.839274000028,-21.0211559999998,-21.0187059999717,3.263794,11.277555,14.541349,11.346,False,GGA-PBE+HSE06
528,uniax_z_eps-0.090/1-GGA-PBE,uniaxial_z,-0.09,-0.09,0,0,0,0,0,none,0,10.3250172667261,2,2.41142138050946,2.41142138050946,2.52225,58.4676471551881,58.4676471551881,63.0647056896238,1.49965209345602,-17.83774566,-8.91887283,0.0303484449027204,-0.0447560681760833,-0.0447560681760832,6.85627129847211E-05,-0.0428075224990599,0.0203952070545259,0.0203952070545259,0.953137322350681,-0.044912229848985,0.044912229848985,-0.044912229848985,0.953137322350681,0.044912229848985,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.904685656346179,-0.0894435736391818,0.00333416210221521,-0.096204901625281,-0.00194854567702341,0.00870987366312262,-22.690789,-22.690789,-109.45127,0.001163,0.000089,0.00009,-51.6109493333333,86.7604810236615,-109.451270000185,-22.691952,-22.6896259998154,3.122438,11.416758,14.539196,11.6217,False,GGA-PBE+HSE06
530,uniax_z_eps-0.095/1-GGA-PBE,uniaxial_z,-0.095,-0.095,0,0,0,0,0,none,0,10.2682864026232,2,2.40542858055629,2.40542858055629,2.52225,58.3800210427094,58.3800210427094,63.2399579145813,1.49724406722877,-17.79759736,-8.89879868,0.0338662686698986,-0.0470159766500737,-0.0470159766500737,0.000298911510609123,-0.0450674309730504,0.021409986892709,0.021409986892709,0.950642198470182,-0.0474073537294841,0.0474073537294841,-0.0474073537294841,0.950642198470182,0.0474073537294841,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.899714856036585,-0.0937330417895383,0.00369408129255524,-0.101122659059831,-0.00194854567702335,0.00933816294731619,-24.436254,-24.436254,-116.146279,0.001076,0.000138,0.00014,-55.0062623333333,91.7100250195685,-116.146279000421,-24.43733,-24.4351779995786,2.979959,11.556955,14.536914,11.7314,False,GGA-PBE+HSE06
532,uniax_z_eps-0.100/1-GGA-PBE,uniaxial_z,-0.1,-0.1,0,0,0,0,0,none,0,10.2115555385203,2,2.39945395487442,2.39945395487442,2.52225,58.29214212938,58.29214212938,63.41571574124,1.49484546131134,-17.75515485,-8.877577425,0.0375851128156459,-0.0492634338377061,-0.0492634338377061,0.000541711594591487,-0.0473148881606828,0.022412315444534,0.0224123154445339,0.948147074589683,-0.0499024776099833,0.0499024776099833,-0.0499024776099833,0.948147074589683,0.0499024776099833,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.894744055726991,-0.0979851560808207,0.00407017324600595,-0.106007088586671,-0.00194854567702333,0.00997047818287321,-26.246787,-26.246787,-122.910814,0.000963,0.00018,0.000179,-58.4681293333333,96.6640270153906,-122.910814000667,-26.24775,-26.2458239993334,2.83638,11.698141,14.534521,11.8417,False,GGA-PBE+HSE06
534,uniax_z_eps0.005/1-GGA-PBE,uniaxial_z,0.005,0.005,0,0,0,0,0,none,0,11.4029036846811,2,2.52856348736309,2.52856348736309,2.52225,60.0825613891829,60.0825613891829,59.8348772216343,1.5471349198499,-18.18362135,-9.091810675,4.25608983861406E-05,0.000547937237770468,0.000547937237770468,-0.00194232003384431,0.00249648291479381,-0.00125135427898641,-0.00125135427898644,1.00054467608016,0.00249512388049906,-0.00249512388049906,0.00249512388049906,1.00054467608016,-0.00249512388049906,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,0.999130862228473,-0.000846445558303377,1.14313290998761E-05,-0.00250650934067804,-0.00194854567702334,0.00360860945939801,-1.480852,-1.480852,3.150462,0.000009,0.000003,0.000003,0.0629193333333333,4.63131400003206,-1.480861,-1.48084300000389,3.15046200000389,5.438279,9.000708,14.438987,9.1062,False,GGA-PBE+HSE06
536,uniax_z_eps0.010/1-GGA-PBE,uniaxial_z,0.01,0.01,0,0,0,0,0,none,0,11.4596345487839,2,2.53489262107454,2.53489262107454,2.52225,60.1648464519715,60.1648464519715,59.670307096057,1.54972200181421,-18.18172305,-9.090861525,0.000208891349668927,0.00305687143892242,0.00305687143892242,-0.0019236431043072,0.00500541711594591,-0.00251515984433102,-0.00251515984433104,1.00303979996066,0.00499024776099832,-0.00499024776099832,0.00499024776099832,1.00303979996066,-0.00499024776099832,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.00410166253807,0.00419009977353763,4.59747669614487E-05,-0.00306107415098297,-0.00194854567702349,0.00919971960154409,-0.883297,-0.883297,8.354362,0.000012,0.000007,0.000006,2.19592266666667,9.23765900003719,-0.883309000000054,-0.883285000009148,8.3543620000092,5.359476,8.956872,14.316348,9.0232,False,GGA-PBE+HSE06
538,uniax_z_eps0.015/1-GGA-PBE,uniaxial_z,0.015,0.015,0,0,0,0,0,none,0,11.5163654128868,2,2.54123728422929,2.54123728422929,2.52225,60.2468545685681,60.2468545685681,59.5062908628637,1.55231757913829,-18.17801965,-9.089009825,0.000533385999239775,0.00557825692643243,0.00557825692643243,-0.00189251488841202,0.00752680260345589,-0.0037914166960336,-0.00379141669603363,1.00553492384116,0.0074853716414974,-0.0074853716414974,0.0074853716414974,1.00553492384116,-0.0074853716414974,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.00907246284766,0.00926399896445285,0.000104006582393807,-0.00361226827601788,-0.00194854567702346,0.0148248129174942,-0.325347,-0.325347,13.493931,0.000014,0.000015,0.000015,4.281079,13.8192780000701,-0.325361,-0.325333000032563,13.4939310000326,5.281627,8.913707,14.195334,9.0862,False,GGA-PBE+HSE06
540,uniax_z_eps0.020/1-GGA-PBE,uniaxial_z,0.02,0.02,0,0,0,0,0,none,0,11.5730962769897,2,2.54759736080145,2.54759736080145,2.52225,60.3285851642418,60.3285851642418,59.3428296715164,1.55492160927911,-18.17249524,-9.08624762,0.00101743889307678,0.00811209370030075,0.00811209370030075,-0.00184893538615877,0.0100606393773241,-0.00508012483409432,-0.00508012483409435,1.00803004772166,0.00998049552199661,-0.00998049552199661,0.00998049552199661,1.00803004772166,-0.00998049552199661,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.01404326315726,0.0143752520144427,0.000185905834827625,-0.00416011960411441,-0.00194854567702333,0.0204839172955805,0.190693,0.190693,18.565073,0.000009,0.000009,0.000012,6.31548633333333,18.374380000025,0.190683999999755,0.190701999987999,18.5650730000123,5.204688,8.871218,14.075906,8.9368,False,GGA-PBE+HSE06
542,uniax_z_eps0.025/1-GGA-PBE,uniaxial_z,0.025,0.025,0,0,0,0,0,none,0,11.6298271410926,2,2.5539727356404,2.5539727356404,2.52225,60.4100377083373,60.4100377083373,59.1799245833255,1.55753404984005,-18.16516208,-9.08258104,0.00165997580090389,0.0106583817605269,0.0106583817605269,-0.00179290459754744,0.0126069274375503,-0.00638128425851309,-0.00638128425851312,1.01052517160216,0.0124756194024958,-0.0124756194024958,0.0124756194024958,1.01052517160216,-0.0124756194024958,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.01901406346685,0.0195238589235064,0.000292054374315142,-0.0047046557469002,-0.00194854567702337,0.02617706034743,0.666467,0.666467,23.567796,0.000007,0.000016,0.000012,8.30024333333333,22.9013290000294,0.666459999999652,0.666473999982883,23.5677960000175,5.128648,8.829387,13.958035,8.8834,False,GGA-PBE+HSE06
544,uniax_z_eps0.030/1-GGA-PBE,uniaxial_z,0.03,0.03,0,0,0,0,0,none,0,11.6865580051955,2,2.56036329446685,2.56036329446685,2.52225,60.4912117132997,60.4912117132997,59.0175765734007,1.56015485857199,-18.15608899,-9.078044495,0.00245496666337509,0.0132171211071112,0.0132171211071112,-0.00172442252257804,0.0151656667841346,-0.00769489496928996,-0.00769489496928999,1.01302029548266,0.014970743282995,-0.014970743282995,0.014970743282995,1.01302029548266,-0.014970743282995,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.02398486377644,0.0247098196916443,0.000422836841530181,-0.00524590404231087,-0.00194854567702346,0.0319042694109786,1.104628,1.104628,28.500577,0.00003,0.000013,0.000021,10.236611,27.3959490000827,1.10459799999883,1.1046579999789,28.5005770000223,5.05347,8.788225,13.841695,8.8293,False,GGA-PBE+HSE06
546,uniax_z_eps0.035/1-GGA-PBE,uniaxial_z,0.035,0.035,0,0,0,0,0,none,0,11.7432888692984,2,2.56676892386874,2.56676892386874,2.52225,60.5721067337143,60.5721067337143,58.8557865325715,1.56278399337435,-18.14530305,-9.072651525,0.00340003871084324,0.0157883117400537,0.0157883117400537,-0.00164348916125051,0.017736857417077,-0.00902095696642488,-0.0090209569664249,1.01551541936316,0.0174658671634941,-0.0174658671634941,0.0174658671634941,1.01551541936316,-0.0174658671634941,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.02895566408604,0.0299331343188569,0.000578640667768134,-0.00578389155756919,-0.00194854567702327,0.0376655715534494,1.505126,1.505126,33.37012,0.000009,0.000016,0.000018,12.1267906666667,31.8649940000311,1.50511699999994,1.50513499998186,33.3701200000182,4.97915,8.7477,13.72685,8.8894,False,GGA-PBE+HSE06
548,uniax_z_eps0.040/1-GGA-PBE,uniaxial_z,0.04,0.04,0,0,0,0,0,none,0,11.8000197334013,2,2.57318951129722,2.57318951129722,2.52225,60.6527223653618,60.6527223653618,58.6945552692763,1.56542141229606,-18.13277714,-9.06638857,0.00449756821778444,0.0183719536593541,0.0183719536593541,-0.00155010451356497,0.0203204993363774,-0.0103594702499179,-0.0103594702499179,1.01801054324366,0.0199609910439933,-0.0199609910439933,0.0199609910439933,1.01801054324366,-0.0199609910439933,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.03392646439563,0.0351938028051432,0.000759856074945975,-0.00631864509213261,-0.00194854567702337,0.0434609935742991,1.869917,1.86992,38.170321,0.000007,0.000016,0.000022,13.9700526666667,36.3004025000327,1.8699113410881,1.86992565889151,38.1703210000204,4.905643,8.707814,13.613457,8.8334,False,GGA-PBE+HSE06
550,uniax_z_eps0.045/1-GGA-PBE,uniaxial_z,0.045,0.045,0,0,0,0,0,none,0,11.8567505975042,2,2.57962494506242,2.57962494506242,2.52225,60.7330582442886,60.7330582442886,58.5338835114228,1.56806707353658,-18.11854459,-9.059272295,0.00574463478492585,0.0209680468650126,0.0209680468650125,-0.00144426857952135,0.0229165925420359,-0.0117104348197689,-0.011710434819769,1.02050566712416,0.0224561149244924,-0.0224561149244924,0.0224561149244924,1.02050566712416,-0.0224561149244924,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.03889726470523,0.0404918251505038,0.000966876075602239,-0.00685019118060798,-0.00194854567702329,0.0492905620081351,2.196933,2.196933,42.90412,0.000005,0.000011,0.000018,15.7659953333333,40.7071870000173,2.1969279999994,2.19693799998967,42.9041200000109,4.83295,8.668554,13.501504,8.7769,False,GGA-PBE+HSE06
552,uniax_z_eps0.050/1-GGA-PBE,uniaxial_z,0.05,0.05,0,0,0,0,0,none,0,11.9134814616071,2,2.58607511432927,2.58607511432927,2.52225,60.8131140458919,60.8131140458919,58.3737719082162,1.57072093544677,-18.10267202,-9.05133601,0.00713540111854892,0.0235765913570293,0.0235765913570293,-0.00132598135911965,0.0255251370340526,-0.0130738506759781,-0.0130738506759782,1.02300079100466,0.0249512388049917,-0.0249512388049917,0.0249512388049917,1.02300079100466,-0.0249512388049917,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.04386806501482,0.0458272013549389,0.00120009647289707,-0.00737855609563574,-0.00194854567702329,0.0551543031275979,2.490834,2.490834,47.570753,-0.000014,0.000013,0.000006,17.5174736666667,45.0799190000134,2.490819999996,2.49084799999946,47.5707530000046,4.76106,8.6299,13.39096,8.7197,False,GGA-PBE+HSE06
554,uniax_z_eps0.055/1-GGA-PBE,uniaxial_z,0.055,0.055,0,0,0,0,0,none,0,11.97021232571,2,2.59253990911317,2.59253990911317,2.52225,60.8928894840201,60.8928894840201,58.2142210319598,1.57338295652986,-18.08513353,-9.042566765,0.00867213659582738,0.0261975871354039,0.0261975871354039,-0.00119524285235983,0.0281461328124271,-0.0144497178185453,-0.0144497178185453,1.02549591488516,0.0274463626854907,-0.0274463626854907,0.0274463626854907,1.02549591488516,-0.0274463626854907,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.04883886532442,0.0511999314184479,0.00145991586061214,-0.00790376585074168,-0.00194854567702327,0.0610522429462129,2.750765,2.750766,52.16973,0.000008,0.000017,0.000013,19.2237536666667,49.4189645000159,2.75075748439014,2.7507735156006,52.1697300000093,4.689889,8.591862,13.281751,8.6613,False,GGA-PBE+HSE06
556,uniax_z_eps0.060/1-GGA-PBE,uniaxial_z,0.06,0.06,0,0,0,0,0,none,0,12.0269431898129,2,2.5990192202757,2.5990192202757,2.52225,60.9723843100879,60.9723843100879,58.0552313798241,1.57605309544226,-18.06595284,-9.03297642,0.0103527628528016,0.0288310342001367,0.0288310342001366,-0.001052053059242,0.0307795798771599,-0.0158380362474706,-0.0158380362474707,1.02799103876566,0.0299414865659899,-0.0299414865659899,0.0299414865659899,1.02799103876566,-0.0299414865659899,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.05380966563401,0.0566100153410312,0.00174673562315074,-0.00842584620315878,-0.00194854567702332,0.0669844072212133,2.976136,2.976137,56.701049,0.000021,0.000013,0.00001,20.8844406666667,53.7249125000198,2.97611549404839,2.9761575059466,56.701049000005,4.619496,8.554427,13.173923,8.6027,False,GGA-PBE+HSE06
558,uniax_z_eps0.065/1-GGA-PBE,uniaxial_z,0.065,0.065,0,0,0,0,0,none,0,12.0836740539157,2,2.60551293952017,2.60551293952017,2.52225,61.0515983122062,61.0515983122062,57.8968033755877,1.57873131099445,-18.04521054,-9.02260527,0.0121702185340122,0.0314769325512273,0.0314769325512273,-0.000896411979766087,0.0334254782282507,-0.017238805962754,-0.017238805962754,1.03048616264615,0.0324366104464891,-0.0324366104464891,0.0324366104464891,1.03048616264615,-0.0324366104464891,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.05878046594361,0.0620574531226885,0.0020609599355377,-0.00894482265661697,-0.00194854567702342,0.0729508214563289,3.173211,3.173211,61.169351,-0.000005,0.000012,0.000017,22.5052576666667,57.9961400000118,3.17320599999275,3.17321599999978,61.1693510000075,4.549838,8.517574,13.067412,8.5813,False,GGA-PBE+HSE06
560,uniax_z_eps0.070/1-GGA-PBE,uniaxial_z,0.07,0.07,0,0,0,0,0,none,0,12.1404049180186,2,2.61202095938722,2.61202095938722,2.52225,61.1305313143257,61.1305313143257,57.7389373713487,1.58141756215177,-18.02291531,-9.011457655,0.0141237430914334,0.0341352821886765,0.0341352821886763,-0.000728319613932049,0.0360838278656997,-0.0186520269643955,-0.0186520269643955,1.03298128652665,0.0349317343269883,-0.0349317343269883,0.0349317343269883,1.03298128652665,-0.0349317343269883,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.0637512662532,0.0675422447634207,0.00240299576341946,-0.00946072046410332,-0.00194854567702325,0.0789515109045473,3.341493,3.341492,65.575363,0.00001,0.000016,0.000016,24.086116,62.2338705000148,3.3414824875078,3.34150251248397,65.5753630000083,4.480899,8.481284,12.962183,8.5214,False,GGA-PBE+HSE06
562,uniax_z_eps0.075/1-GGA-PBE,uniaxial_z,0.075,0.075,0,0,0,0,0,none,0,12.1971357821215,2,2.61854317325031,2.61854317325031,2.52225,61.2091831753965,61.2091831753965,57.581633649207,1.58411180803517,-17.99905676,-8.99952838,0.0162142469045566,0.0368060831124832,0.0368060831124832,-0.000547775961739994,0.0387546287895066,-0.020077699252395,-0.020077699252395,1.03547641040715,0.0374268582074874,-0.0374268582074874,0.0374268582074874,1.03547641040715,-0.0374268582074874,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.06872206656279,0.0730643902632265,0.00277325286306401,-0.00997356463059179,-0.00194854567702336,0.0849865005708415,3.479383,3.479383,69.918682,0.000007,0.000016,0.000015,25.625816,66.439299000012,3.479376,3.47938999999277,69.9186820000073,4.412652,8.445557,12.858209,8.5735,False,GGA-PBE+HSE06
564,uniax_z_eps0.080/1-GGA-PBE,uniaxial_z,0.08,0.08,0,0,0,0,0,none,0,12.2538666462244,2,2.62507947531118,2.62507947531118,2.52225,61.2875537885405,61.2875537885405,57.424892422919,1.58681400792201,-17.97371185,-8.986855925,0.0184349866812093,0.0394893353226483,0.0394893353226483,-0.00035478102318981,0.0414378809996717,-0.0215158228267526,-0.0215158228267526,1.03797153428765,0.0399219820879867,-0.0399219820879867,0.0399219820879867,1.03797153428765,-0.0399219820879867,-2.68228559401088E-17,2.68228559401088E-17,0.998049552199666,1.07369286687239,0.0786238896221068,0.00317214378136093,-0.0104833799157425,-0.00194854567702336,0.0910558152148726,3.594369,3.594369,74.201698,0.000009,0.000017,0.000018,27.1301453333333,70.6073290000147,3.59435999999999,3.59437799999133,74.2016980000087,4.345096,8.410383,12.755479,8.5119,False,GGA-PBE+HSE06
